ID,Warehouse_vintage,Datayear,QCStatus,QCDate,Projname,Watershed,SARIS_PALIS_CAMIS,Waterbody,UNIQUE_ID,STAID_YR,DESCRIPTOR,MLTYP_NAME,MILEPT,nMILEPT,Latitude,Longitude,FSLOG,SURV_TYPE,OWMID,DATE,dDATE,TIME,dTIME,FLOWSTAT,DEPTH,nDEPTH,DEPTHSS,TEMP,nTEMP,TEMPSS,PH,nPH,PHSS,SPCOND,nSPCOND,SPCONDSS,TDS,nTDS,TDSSS,DO,nDO,DOSS,DOSAT,nDOSAT,DOSATSS,ResComm,datetime,year,month,day,day_of_year,season,is_summer,DO_critical,stress_combo,flow_flag,risk_score,TEMP_plus2,DO_plus2
123956,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625450,Quaboag River,W0491,QRG,"[east of Route 67, (near USGS flow gaging station #01176000), Palmer/Brimfield]",River/Stream,10.855,10.855,42.18142994,-72.26354268,08-B511-08,River,36-1266,8/15/2008,2008-08-15,12:05:30 PM,12:05:30,Flowing,0.4,0.4,,22.1,22.1,,7.2,7.2,,101.0,101.0,,65.0,65.0,,8.1,8.1,,94,94.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,24.1,7.6
123959,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625475,Chicopee Brook,W1853,CHB4.24,"[State Street, Monson]",River/Stream,,,42.1010427,-72.31335538,08-B514-01,River,36-1270,8/20/2008,2008-08-20,9:23:00 AM,09:23:00,Flowing,0.1,0.1,,15.2,15.2,,6.8,6.8,,104.0,104.0,,66.0,66.0,,9.7,9.7,,98,98.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,17.2,9.2
123961,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625475,Chicopee Brook,W1854,CHB1.73,"[Bunyan Drive, Monson]",River/Stream,,,42.1313561,-72.31002915,08-B514-02,River,36-1273,8/20/2008,2008-08-20,9:50:00 AM,09:50:00,Flowing,0.1,0.1,,15.4,15.4,,6.8,6.8,,126.0,126.0,,80.0,80.0,,9.2,9.2,,94,94.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,17.4,8.7
123963,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625200,Twelvemile Brook,W1858,TWB0.66,"[approximately 75 feet downstream from Crane Hill Road, Wilbraham  (Calkin Brook confluence just upstream of road)]",River/Stream,,,42.14809093,-72.40009284,08-B514-03,River,36-1276,8/20/2008,2008-08-20,10:31:30 AM,10:31:30,Flowing,0.2,0.2,,17.0,17.0,,7.0,7.0,,106.0,106.0,,68.0,68.0,,9.3,9.3,,98,98.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,19.0,8.8
123965,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625000,Chicopee River,W1031,CH06,"[River Street/West Street bridge, Springfield/Ludlow]",River/Stream,7.278,7.278,42.16060737,-72.51019767,08-B514-04,River,36-1279,8/20/2008,2008-08-20,11:16:00 AM,11:16:00,Flowing,0.5,0.5,,22.3,22.3,,7.1,7.1,,115.0,115.0,,74.0,74.0,,8.8,8.8,,102,102.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,24.3,8.3
123966,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625000,Chicopee River,W2005,CH13.43,"[Route 90 crossing, Wibraham/Ludlow]",River/Stream,,,42.15729931,-72.40951214,08-B513-01,River,36-1281,8/18/2008,2008-08-18,11:19:01 AM,11:19:01,Flowing,1.0,1.0,,21.7,21.7,,6.8,6.8,,103.0,103.0,,66.0,66.0,,7.6,7.6,,88,88.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,23.7,7.1
123967,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625000,Chicopee River,W2005,CH13.43,"[Route 90 crossing, Wibraham/Ludlow]",River/Stream,,,42.15729931,-72.40951214,08-B513-01,River,36-1282,8/20/2008,2008-08-20,12:11:00 PM,12:11:00,Flowing,,,,21.9,21.9,,6.9,6.9,,108.0,108.0,,69.0,69.0,,7.9,7.9,,91,91.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,23.9,7.4
123968,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625000,Chicopee River,W1033,CH01,"[near the intersection of New Hampshire Avenue and Springfield Street, Palmer]",River/Stream,17.725,17.725,42.17771167,-72.37458989,08-B513-02,River,36-1284,8/18/2008,2008-08-18,12:05:58 PM,12:05:58,Flowing,0.6,0.6,,21.2,21.2,,7.0,7.0,,114.0,114.0,,73.0,73.0,,8.0,8.0,,91,91.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,23.2,7.5
123969,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625000,Chicopee River,W1033,CH01,"[near the intersection of New Hampshire Avenue and Springfield Street, Palmer]",River/Stream,17.725,17.725,42.17771167,-72.37458989,08-B513-02,River,36-1285,8/20/2008,2008-08-20,1:29:30 PM,13:29:30,Flowing,,,,19.7,19.7,,7.2,7.2,,120.0,120.0,,78.0,78.0,,8.8,8.8,,98,98.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,21.7,8.3
123970,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625450,Quaboag River,W1015,QA09A,"[Palmer Street bridge, Palmer]",River/Stream,1.469,1.469,42.17314464,-72.34600381,08-B513-04,River,36-1287,8/18/2008,2008-08-18,1:06:30 PM,13:06:30,Flowing,0.4,0.4,,22.0,22.0,,7.0,7.0,,120.0,120.0,,77.0,77.0,,8.2,8.2,,95,95.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,24.0,7.699999999999999
123971,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625450,Quaboag River,W1015,QA09A,"[Palmer Street bridge, Palmer]",River/Stream,1.469,1.469,42.17314464,-72.34600381,08-B513-04,River,36-1288,8/20/2008,2008-08-20,2:26:00 PM,14:26:00,Flowing,0.7,0.7,,20.4,20.4,,7.2,7.2,,127.0,127.0,,81.0,81.0,,9.2,9.2,,104,104.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,22.4,8.7
123972,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1014,WA12,"[Route 181, Palmer]",River/Stream,1.321,1.321,42.19155828,-72.34983401,08-B513-03,River,36-1290,8/18/2008,2008-08-18,12:34:31 PM,12:34:31,Flowing,0.3,0.3,,22.3,22.3,,6.8,6.8,,103.0,103.0,,66.0,66.0,,7.9,7.9,,92,92.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,24.3,7.4
123973,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1014,WA12,"[Route 181, Palmer]",River/Stream,1.321,1.321,42.19155828,-72.34983401,08-B513-03,River,36-1291,8/20/2008,2008-08-20,2:52:00 PM,14:52:00,Flowing,,,,21.6,21.6,,7.0,7.0,,109.0,109.0,,70.0,70.0,,8.6,8.6,,99,99.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,23.6,8.1
123974,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3628250,East Branch Ware River,W1848,EWB60.75,"[Old Colony Road crossing, Princeton]",River/Stream,,,42.45425813,-71.95072628,08-B512-01,River,36-1293,8/15/2008,2008-08-15,8:33:01 AM,08:33:01,Flowing,,,,18.8,18.8,,6.3,6.3,,68.0,68.0,,43.0,43.0,,7.8,7.8,,86,86.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,20.8,7.3
123975,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3628250,East Branch Ware River,W1848,EWB60.75,"[Old Colony Road crossing, Princeton]",River/Stream,,,42.45425813,-71.95072628,08-B512-01,River,36-1294,8/18/2008,2008-08-18,8:59:30 AM,08:59:30,Flowing,,,,19.8,19.8,,6.4,6.4,,69.0,69.0,,44.0,44.0,,7.9,7.9,,88,88.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,21.8,7.4
123976,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3628075,Burnshirt River,W1849,BSR1.39,"[Route 62 (Hubbardston Road), Barre]",River/Stream,,,42.43628983,-72.05266962,08-B512-02,River,36-1296,8/15/2008,2008-08-15,9:06:32 AM,09:06:32,Flowing,,,,19.2,19.2,,6.1,6.1,,51.0,51.0,,33.0,33.0,,8.2,8.2,,90,90.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,21.2,7.699999999999999
123977,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3628075,Burnshirt River,W1849,BSR1.39,"[Route 62 (Hubbardston Road), Barre]",River/Stream,,,42.43628983,-72.05266962,08-B512-02,River,36-1297,8/18/2008,2008-08-18,9:27:00 AM,09:27:00,Flowing,,,,19.0,19.0,,6.1,6.1,,53.0,53.0,,34.0,34.0,,8.4,8.4,,91,91.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,21.0,7.9
123978,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1877,103A,"[east of Riverside Cemetery approximately 175 feet downstream from dilapidated crossing of Covered Bridge Road, Barre]",River/Stream,,,42.42038826,-72.04817823,08-B512-03,River,36-1299,8/15/2008,2008-08-15,9:34:32 AM,09:34:32,**,,,,18.0,18.0,,6.1,6.1,,55.0,55.0,,35.0,35.0,,7.9,7.9,,85,85.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,0,1,20.0,7.4
123979,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1877,103A,"[east of Riverside Cemetery approximately 175 feet downstream from dilapidated crossing of Covered Bridge Road, Barre]",River/Stream,,,42.42038826,-72.04817823,08-B512-03,River,36-1300,8/18/2008,2008-08-18,9:49:30 AM,09:49:30,**,,,,18.6,18.6,u,6.1,6.1,,63.0,63.0,u,40.0,40.0,u,8.1,8.1,,88,88.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,0,1,20.6,7.6
123980,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3627900,Prince River,W1850,PR2.48,"[Route 122 (upstream of Galloway Brook confluence), Barre]",River/Stream,,,42.40850857,-72.09668399,08-B512-04,River,36-1302,8/15/2008,2008-08-15,10:10:31 AM,10:10:31,Flowing,,,,17.8,17.8,,6.3,6.3,,119.0,119.0,,76.0,76.0,,8.2,8.2,,88,88.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,19.8,7.699999999999999
123981,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3627900,Prince River,W1850,PR2.48,"[Route 122 (upstream of Galloway Brook confluence), Barre]",River/Stream,,,42.40850857,-72.09668399,08-B512-04,River,36-1303,8/18/2008,2008-08-18,10:20:00 AM,10:20:00,Flowing,,,,17.8,17.8,,6.2,6.2,,126.0,126.0,,81.0,81.0,,8.2,8.2,,88,88.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,19.8,7.699999999999999
123982,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W0494,CBG,"[south of Route 122 at weir downstream of Shaft #8 water supply intake, Barre]",River/Stream,30.29,30.29,42.39121389,-72.0645552,08-B512-05,River,36-1305,8/15/2008,2008-08-15,10:53:35 AM,10:53:35,Flowing,,,,20.2,20.2,,6.4,6.4,,73.0,73.0,,47.0,47.0,,8.2,8.2,,92,92.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,22.2,7.699999999999999
123983,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W0494,CBG,"[south of Route 122 at weir downstream of Shaft #8 water supply intake, Barre]",River/Stream,30.29,30.29,42.39121389,-72.0645552,08-B512-05,River,36-1306,8/18/2008,2008-08-18,10:42:00 AM,10:42:00,Flowing,,,,20.9,20.9,,6.4,6.4,,78.0,78.0,,50.0,50.0,,8.2,8.2,,94,94.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,22.9,7.699999999999999
123984,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3627725,Moose Brook,W1851,MB2.28,"[approximately 1800 feet south (downstream) of Taylor Hill Road, Hardwick (due east of Brook Road)]",River/Stream,,,42.37234805,-72.16222662,08-B512-06,River,36-1308,8/15/2008,2008-08-15,11:35:01 AM,11:35:01,Flowing,,,,20.2,20.2,,6.9,6.9,,73.0,73.0,,47.0,47.0,,8.1,8.1,,91,91.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,22.2,7.6
123985,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3627725,Moose Brook,W1851,MB2.28,"[approximately 1800 feet south (downstream) of Taylor Hill Road, Hardwick (due east of Brook Road)]",River/Stream,,,42.37234805,-72.16222662,08-B512-06,River,36-1309,8/18/2008,2008-08-18,11:57:32 AM,11:57:32,Flowing,,,,21.5,21.5,,6.8,6.8,,77.0,77.0,,49.0,49.0,,8.0,8.0,,93,93.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,23.5,7.5
123986,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W2011,WR39.16,"[approximately 200 feet upstream from Red Bridge Road/Hardwick Road, Hardwick/New Braintree]",River/Stream,,,42.34355006,-72.15714041,08-B512-07,River,36-1311,8/15/2008,2008-08-15,12:08:35 PM,12:08:35,Flowing,,,,20.6,20.6,,6.3,6.3,,82.0,82.0,,53.0,53.0,,7.8,7.8,,89,89.0,,,2008-08-15,2008.0,8.0,15.0,228.0,Summer,1,0,0,1,2,22.6,7.3
123987,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W2011,WR39.16,"[approximately 200 feet upstream from Red Bridge Road/Hardwick Road, Hardwick/New Braintree]",River/Stream,,,42.34355006,-72.15714041,08-B512-07,River,36-1312,8/18/2008,2008-08-18,12:24:00 PM,12:24:00,Flowing,,,,21.9,21.9,,6.3,6.3,,86.0,86.0,,55.0,55.0,,8.0,8.0,,92,92.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,23.9,7.5
123988,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1008,WAX,"[Creamery Road/Unitas Road, Hardwick/New Braintree]",River/Stream,20.194,20.194,42.32097918,-72.17469434,08-B515-01,River,36-1314,8/18/2008,2008-08-18,1:38:00 PM,13:38:00,Flowing,,,,22.5,22.5,,6.4,6.4,,87.0,87.0,,56.0,56.0,,8.3,8.3,,98,98.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,24.5,7.800000000000001
123989,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1008,WAX,"[Creamery Road/Unitas Road, Hardwick/New Braintree]",River/Stream,20.194,20.194,42.32097918,-72.17469434,08-B515-01,River,36-1315,8/20/2008,2008-08-20,8:35:00 AM,08:35:00,Flowing,,,,18.2,18.2,,6.3,6.3,,93.0,93.0,,60.0,60.0,,8.2,8.2,,87,87.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,20.2,7.699999999999999
123990,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1866,WR34,"[Ware-Hardwick Covered Bridge (Old Gilbertville Road/Bridge Street), Ware/Hardwick]",River/Stream,,,42.31010851,-72.21195504,08-B515-02,River,36-1317,8/18/2008,2008-08-18,2:05:30 PM,14:05:30,Flowing,,,,22.8,22.8,,6.8,6.8,,90.0,90.0,,57.0,57.0,,8.4,8.4,,98,98.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,24.8,7.9
123991,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W1866,WR34,"[Ware-Hardwick Covered Bridge (Old Gilbertville Road/Bridge Street), Ware/Hardwick]",River/Stream,,,42.31010851,-72.21195504,08-B515-02,River,36-1318,8/20/2008,2008-08-20,9:06:00 AM,09:06:00,Flowing,,,,17.6,17.6,,6.7,6.7,,100.0,100.0,,64.0,64.0,,8.9,8.9,,94,94.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,19.6,8.4
123992,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W0492,WA09A,"[Route 32 at Gibbs Crossing, Ware]",River/Stream,8.504,8.504,42.23872578,-72.285755,08-B515-03,River,36-1320,8/18/2008,2008-08-18,2:43:00 PM,14:43:00,Flowing,,,,23.5,23.5,,7.0,7.0,,100.0,100.0,,64.0,64.0,,8.8,8.8,,106,106.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,25.5,8.3
123993,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626500,Ware River,W0492,WA09A,"[Route 32 at Gibbs Crossing, Ware]",River/Stream,8.504,8.504,42.23872578,-72.285755,08-B515-03,River,36-1321,8/20/2008,2008-08-20,9:46:05 AM,09:46:05,Flowing,,,,19.3,19.3,,6.9,6.9,,105.0,105.0,,67.0,67.0,,8.8,8.8,,96,96.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,21.3,8.3
123994,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626525,Swift River,W1013,SR02,"[Route 181, Belchertown/Palmer]",River/Stream,3.191,3.191,42.2107065,-72.34642165,08-B515-04,River,36-1323,8/18/2008,2008-08-18,3:13:00 PM,15:13:00,Flowing,,,,19.6,19.6,,6.8,6.8,,55.0,55.0,,35.0,35.0,,8.9,8.9,,99,99.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,21.6,8.4
123995,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626525,Swift River,W1013,SR02,"[Route 181, Belchertown/Palmer]",River/Stream,3.191,3.191,42.2107065,-72.34642165,08-B515-04,River,36-1324,8/20/2008,2008-08-20,10:17:33 AM,10:17:33,Flowing,,,,17.3,17.3,,6.7,6.7,,54.0,54.0,,35.0,35.0,,9.6,9.6,,100,100.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,19.3,9.1
123996,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626525,Swift River,W1012,SR03,"[Cold Spring Road/Old Belchertown Road, Belchertown/Ware (bridge under repair in 2003)]",River/Stream,6.057,6.057,42.24326567,-72.33476023,08-B515-05,River,36-1326,8/18/2008,2008-08-18,3:41:30 PM,15:41:30,Flowing,,,,17.3,17.3,,6.8,6.8,,51.0,51.0,,33.0,33.0,,10.5,10.5,,111,111.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,19.3,10.0
123997,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626525,Swift River,W1012,SR03,"[Cold Spring Road/Old Belchertown Road, Belchertown/Ware (bridge under repair in 2003)]",River/Stream,6.057,6.057,42.24326567,-72.33476023,08-B515-05,River,36-1327,8/20/2008,2008-08-20,10:47:00 AM,10:47:00,Flowing,,,,14.8,14.8,,6.4,6.4,,52.0,52.0,,33.0,33.0,,9.3,9.3,,93,93.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,16.8,8.8
123998,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626525,Swift River,W0493,SRG,"[at USGS flow gaging station #01175500 west of River Road, Ware/Belchertown]",River/Stream,8.155,8.155,42.26797538,-72.33276108,08-B515-06,River,36-1329,8/18/2008,2008-08-18,4:04:59 PM,16:04:59,Flowing,,,,17.6,17.6,,6.6,6.6,,49.0,49.0,,32.0,32.0,,9.6,9.6,,102,102.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,19.6,9.1
123999,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626525,Swift River,W0493,SRG,"[at USGS flow gaging station #01175500 west of River Road, Ware/Belchertown]",River/Stream,8.155,8.155,42.26797538,-72.33276108,08-B515-06,River,36-1330,8/20/2008,2008-08-20,11:21:30 AM,11:21:30,Flowing,,,,15.3,15.3,,6.6,6.6,,49.0,49.0,,32.0,32.0,,10.2,10.2,,103,103.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,17.3,9.7
124000,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626550,Jabish Brook,W1874,JAB7.84,"[Route 21 (Jabish Street) crossing, Belchertown]",River/Stream,,,42.28281296,-72.39284073,08-B515-07,River,36-1332,8/18/2008,2008-08-18,4:30:00 PM,16:30:00,Flowing,,,,20.3,20.3,,6.6,6.6,,158.0,158.0,,101.0,101.0,,8.4,8.4,,94,94.0,,,2008-08-18,2008.0,8.0,18.0,231.0,Summer,1,0,0,1,2,22.3,7.9
124001,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626550,Jabish Brook,W1874,JAB7.84,"[Route 21 (Jabish Street) crossing, Belchertown]",River/Stream,,,42.28281296,-72.39284073,08-B515-07,River,36-1333,8/20/2008,2008-08-20,11:51:04 AM,11:51:04,Flowing,,,,14.8,14.8,,6.6,6.6,,173.0,173.0,,111.0,111.0,,9.8,9.8,,98,98.0,,,2008-08-20,2008.0,8.0,20.0,233.0,Summer,1,0,0,1,2,16.8,9.3
124002,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3626275,Sevenmile River,W1876,SM32.6,"[Smithville Road crossing, Spencer]",River/Stream,,,42.24999541,-72.0084457,08-B021-02,River,36-1389,8/19/2008,2008-08-19,9:10:08 AM,09:10:08,Flowing,0.5,0.5,,20.7,20.7,,6.7,6.7,,126.0,126.0,,82.0,82.0,,7.7,7.7,,86,86.0,,,2008-08-19,2008.0,8.0,19.0,232.0,Summer,1,0,0,1,2,22.7,7.2
124003,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625450,Quaboag River,W1995,QR19.87,"[Old Long Hill Road, West Brookfield]",River/Stream,,,42.22870146,-72.14937365,08-B021-09,River,36-1390,8/19/2008,2008-08-19,10:58:24 AM,10:58:24,Flowing,0.6,0.6,,22.7,22.7,,6.2,6.2,,116.0,116.0,,75.0,75.0,,0.4,0.4,,4,4.0,,,2008-08-19,2008.0,8.0,19.0,232.0,Summer,1,1,0,1,3,24.7,0.0
124004,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2008,QC4,2018-04-12 09:30:22,Chicopee (2008),Chicopee,3625450,Quaboag River,W1011,QA06A,"[Gilbert Road bridge, Warren]",River/Stream,13.687,13.687,42.21007678,-72.24555871,08-B021-10,River,36-1391,8/19/2008,2008-08-19,11:24:58 AM,11:24:58,Flowing,0.6,0.6,,22.2,22.2,,7.1,7.1,,110.0,110.0,u,72.0,72.0,u,8.6,8.6,,98,98.0,,,2008-08-19,2008.0,8.0,19.0,232.0,Summer,1,0,0,1,2,24.2,8.1
