ID,Warehouse_vintage,Datayear,QCStatus,QCDate,Projname,Watershed,SARIS_PALIS_CAMIS,Waterbody,UNIQUE_ID,STAID_YR,DESCRIPTOR,MLTYP_NAME,MILEPT,nMILEPT,Latitude,Longitude,FSLOG,SURV_TYPE,OWMID,DATE,dDATE,TIME,dTIME,FLOWSTAT,DEPTH,nDEPTH,DEPTHSS,TEMP,nTEMP,TEMPSS,PH,nPH,PHSS,SPCOND,nSPCOND,SPCONDSS,TDS,nTDS,TDSSS,DO,nDO,DOSS,DOSAT,nDOSAT,DOSATSS,ResComm,datetime,year,month,day,day_of_year,season,is_summer,DO_critical,stress_combo,flow_flag,risk_score
111851,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,73043,Ponkapoag Pond,W2097,PONK,"[deep hole, Randolph]",Lake,,,42.19218292,-71.09296807,09-B013-01,Lake,73-0528,8/20/2009,2009-08-20,10:42:50 AM,10:42:50,Normal,0.1,0.1,,28.6,28.6,m,7.4,7.4,m,177.0,177.0,m,113.0,113.0,m,8.0,8.0,m,106,106.0,m,,2009-08-20,2009.0,8.0,20.0,232.0,Summer,1,0,0,1,2
111852,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,73043,Ponkapoag Pond,W2097,PONK,"[deep hole, Randolph]",Lake,,,42.19218292,-71.09296807,09-B013-01,Lake,73-0528,8/20/2009,2009-08-20,10:46:01 AM,10:46:01,Normal,1.0,1.0,,28.0,28.0,,7.4,7.4,,176.0,176.0,,113.0,113.0,,8.0,8.0,,104,104.0,,,2009-08-20,2009.0,8.0,20.0,232.0,Summer,1,0,0,1,2
111853,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,73043,Ponkapoag Pond,W2097,PONK,"[deep hole, Randolph]",Lake,,,42.19218292,-71.09296807,09-B013-01,Lake,73-0528,8/20/2009,2009-08-20,10:51:01 AM,10:51:01,Normal,1.9,1.9,,25.2,25.2,m,6.3,6.3,m,187.0,187.0,m,120.0,120.0,m,4.2,4.2,"u, m",52,52.0,"u, m",,2009-08-20,2009.0,8.0,20.0,232.0,Summer,1,1,1,1,4
111854,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,73048,Reservoir Pond,W2096,RESP,"[deep hole, Canton]",Lake,,,42.17046703,-71.1262172,09-B013-02,Lake,73-0529,8/20/2009,2009-08-20,1:57:29 PM,13:57:29,Low,0.1,0.1,,30.2,30.2,m,7.4,7.4,"m, r",317.0,317.0,"m, r",203.0,203.0,"m, r",7.7,7.7,"m, r",104,104.0,"m, r",,2009-08-20,2009.0,8.0,20.0,232.0,Summer,1,0,0,1,2
111855,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,73048,Reservoir Pond,W2096,RESP,"[deep hole, Canton]",Lake,,,42.17046703,-71.1262172,09-B013-02,Lake,73-0529,8/20/2009,2009-08-20,2:01:01 PM,14:01:01,Low,0.8,0.8,,28.7,28.7,m,7.3,7.3,"m, r",315.0,315.0,"m, r",202.0,202.0,"m, r",7.2,7.2,"u, m, r",94,94.0,"u, m, r",,2009-08-20,2009.0,8.0,20.0,232.0,Summer,1,0,0,1,2
111856,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,73048,Reservoir Pond,W2096,RESP,"[deep hole, Canton]",Lake,,,42.17046703,-71.1262172,09-B013-02,Lake,73-0529,8/20/2009,2009-08-20,2:05:02 PM,14:05:02,Low,1.4,1.4,,27.2,27.2,,6.9,6.9,r,313.0,313.0,r,200.0,200.0,r,5.1,5.1,"u, r",66,66.0,"u, r",,2009-08-20,2009.0,8.0,20.0,232.0,Summer,1,0,0,1,2
111857,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341525,Traphole Brook,W0551,TH02,"[Cooney Street, Walpole]",River/Stream,1.8,1.8,42.15752806,-71.20894828,09-B507-01,River,73-0592,9/11/2009,2009-09-11,9:03:02 AM,09:03:02,Flowing,0.1,0.1,,12.5,12.5,,6.9,6.9,,732.0,732.0,,468.0,468.0,,10.0,10.0,,94,94.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111858,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341550,Hawes Brook,W0544,HAB010,"[upstream of Washington Street, Norwood (above influence of pool discharge pipe on southern bank)]",River/Stream,0.2,0.2,42.17399161,-71.20853856,09-B507-02,River,73-0593,9/11/2009,2009-09-11,9:21:05 AM,09:21:05,Flowing,0.2,0.2,,17.2,17.2,,7.2,7.2,,354.0,354.0,u,227.0,227.0,u,8.6,8.6,,90,90.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111859,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1933,NR01,"[approximately 3200 feet downstream of Route 1, north of the eastern end of Vanderbuilt Avenue, Norwood]",River/Stream,,,42.1718706,-71.18594357,09-B507-03,River,73-0594,9/11/2009,2009-09-11,9:45:32 AM,09:45:32,Flowing,0.4,0.4,,17.2,17.2,,7.2,7.2,,436.0,436.0,,279.0,279.0,,8.7,8.7,,91,91.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111860,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341225,Pecunit Brook,W1948,PC01,"[approximately 360 feet upstream of Interstate 95, Canton]",River/Stream,,,42.19275388,-71.14906792,09-B507-04,River,73-0595,9/11/2009,2009-09-11,10:16:00 AM,10:16:00,Flowing,0.2,0.2,,15.6,15.6,,7.2,7.2,,365.0,365.0,,234.0,234.0,,9.3,9.3,,94,94.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111861,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W0568,NE12B,"[Green Lodge Street, Canton]",River/Stream,11.5,11.5,42.20923111,-71.14595217,09-B507-05,River,73-0596,9/11/2009,2009-09-11,10:40:33 AM,10:40:33,Flowing,0.3,0.3,,16.8,16.8,,7.0,7.0,,477.0,477.0,,305.0,305.0,,7.9,7.9,,81,81.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111862,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341200,Ponkapog Brook,W0566,POB040,"[Elm Street, Canton]",River/Stream,0.7,0.7,42.20323377,-71.13501796,09-B507-06,River,73-0597,9/11/2009,2009-09-11,10:58:01 AM,10:58:01,Flowing,0.2,0.2,,14.2,14.2,,6.6,6.6,,613.0,613.0,,392.0,392.0,,7.8,7.8,,76,76.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111863,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341475,Beaver Meadow Brook,W1945,BM02,"[Boston Drive, Canton]",River/Stream,,,42.15206107,-71.11240912,09-B507-07,River,73-0598,9/11/2009,2009-09-11,11:24:59 AM,11:24:59,Flowing,0.0,0.0,i,14.3,14.3,,6.6,6.6,,547.0,547.0,,350.0,350.0,,6.6,6.6,,65,65.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111864,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341325,Pequid Brook,W0559,PQ01,"[Sherman Street, Canton]",River/Stream,0.1,0.1,42.15863426,-71.13993414,09-B507-08,River,73-0599,9/11/2009,2009-09-11,11:54:17 AM,11:54:17,Flowing,0.3,0.3,,17.4,17.4,,7.3,7.3,,334.0,334.0,,214.0,214.0,,8.1,8.1,,85,85.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111865,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341300,East Branch,W1963,NE12,"[approximately 260 feet downstream of Neponset Street, Canton]",River/Stream,,,42.15821391,-71.15549018,09-B507-09,River,73-0600,9/11/2009,2009-09-11,12:15:01 PM,12:15:01,Flowing,0.3,0.3,,17.2,17.2,,7.4,7.4,,346.0,346.0,,222.0,222.0,,9.3,9.3,,96,96.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111866,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341400,Beaver Brook,W0557,BB01,"[Upland Road, Sharon]",River/Stream,1.6,1.6,42.12604018,-71.18526016,09-B507-10,River,73-0601,9/11/2009,2009-09-11,12:46:02 PM,12:46:02,Flowing,0.5,0.5,,14.6,14.6,,6.6,6.6,,294.0,294.0,,188.0,188.0,,6.1,6.1,,60,60.0,,,2009-09-11,2009.0,9.0,11.0,254.0,Fall,0,0,0,1,1
111867,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341180,Mother Brook,W1949,MOB032,"[Reservation Road, in locality of Hyde Park, Boston]",River/Stream,,,42.25062143,-71.12953409,09-B508-01,River,73-0602,9/14/2009,2009-09-14,12:01:01 PM,12:01:01,Flowing,0.1,0.1,,19.9,19.9,,7.2,7.2,,524.0,524.0,,335.0,335.0,,8.4,8.4,,94,94.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111868,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1934,NR03,"[footbridge near eastern end of B Street, (Hyde Park) Boston]",River/Stream,,,42.24989528,-71.12456936,09-B508-02,River,73-0603,9/14/2009,2009-09-14,12:38:01 PM,12:38:01,Flowing,0.5,0.5,,19.0,19.0,,6.6,6.6,,328.0,328.0,,210.0,210.0,,7.2,7.2,,79,79.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111869,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1935,NER185,"[approximately 3000 feet east of Route 28, behind the baseball field off the western end of Meadowbank Avenue, (Mattapan) Boston]",River/Stream,,,42.2693424,-71.08658191,09-B508-03,River,73-0604,9/14/2009,2009-09-14,1:19:57 PM,13:19:57,Flowing,0.4,0.4,,19.3,19.3,,7.0,7.0,,343.0,343.0,,220.0,220.0,,9.0,9.0,,100,100.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111870,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341075,Pine Tree Brook,W0573,PTB047,"[Eliot Street crossing, (Milton Village) Milton]",River/Stream,0.1,0.1,42.26947952,-71.07281665,09-B508-04,River,73-0605,9/14/2009,2009-09-14,1:45:09 PM,13:45:09,Flowing,0.1,0.1,,19.1,19.1,,6.8,6.8,,351.0,351.0,,225.0,225.0,,9.1,9.1,,100,100.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111871,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341050,Unquity Brook,W0579,UQ01,"[Rowe Street (just south of Adams Street), Milton]",River/Stream,0.1,0.1,42.25990378,-71.04753969,09-B508-05,River,73-0606,9/14/2009,2009-09-14,2:10:02 PM,14:10:02,Flowing,0.0,0.0,i,16.7,16.7,,6.6,6.6,,548.0,548.0,,351.0,351.0,,8.4,8.4,,88,88.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111872,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1943,NE11,"[parking area crossing southeast of the Robbins Road, Route 27 intersection, Walpole]",River/Stream,,,42.14711935,-71.25588873,09-B509-01,River,73-0607,9/14/2009,2009-09-14,12:17:06 PM,12:17:06,Flowing,0.5,0.5,,18.3,18.3,,7.0,7.0,,286.0,286.0,,183.0,183.0,,8.8,8.8,,95,95.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111873,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341710,Unnamed Tributary,W1952,UT01,"[unnamed tributary to the Neponset River west of Neponset View Terrace, locally considered part of Spring Brook, approximately 420 feet upstream from confluence with the Neponset River, Walpole]",River/Stream,,,42.14824516,-71.2533023,09-B509-02,River,73-0608,9/14/2009,2009-09-14,12:32:03 PM,12:32:03,Flowing,0.2,0.2,,20.3,20.3,,7.3,7.3,,505.0,505.0,,323.0,323.0,,9.0,9.0,,101,101.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111874,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341675,Mill Brook,W1938,MB01,"[the Mill Brook Road crossing nearest Nebo Street, Medfield]",River/Stream,,,42.19362053,-71.27966147,09-B509-03,River,73-0609,9/14/2009,2009-09-14,12:59:01 PM,12:59:01,Flowing,0.2,0.2,,16.9,16.9,,6.5,6.5,,160.0,160.0,,103.0,103.0,,8.3,8.3,,87,87.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111875,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341700,Tubwreck Brook,W1937,TK01,"[Draper Road, Dover]",River/Stream,,,42.20894589,-71.26694884,09-B509-04,River,73-0610,9/14/2009,2009-09-14,1:18:31 PM,13:18:31,Flowing,0.2,0.2,,15.2,15.2,,6.5,6.5,,265.0,265.0,,170.0,170.0,,8.3,8.3,,84,84.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111876,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341575,Germany Brook,W1942,GB02,"[Westover Parkway crossing nearest Leyton Road, Norwood]",River/Stream,,,42.18650673,-71.22345227,09-B509-05,River,73-0611,9/14/2009,2009-09-14,1:41:03 PM,13:41:03,Flowing,0.2,0.2,,16.5,16.5,,7.2,7.2,,446.0,446.0,,286.0,286.0,,9.0,9.0,,94,94.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111877,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341525,Traphole Brook,W0551,TH02,"[Cooney Street, Walpole]",River/Stream,1.8,1.8,42.15752806,-71.20894828,09-B507-01,River,73-0612,9/14/2009,2009-09-14,9:25:32 AM,09:25:32,Flowing,0.2,0.2,,14.2,14.2,,6.6,6.6,,572.0,572.0,,366.0,366.0,,9.5,9.5,,94,94.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111878,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341550,Hawes Brook,W0544,HAB010,"[upstream of Washington Street, Norwood (above influence of pool discharge pipe on southern bank)]",River/Stream,0.2,0.2,42.17399161,-71.20853856,09-B507-02,River,73-0613,9/14/2009,2009-09-14,9:47:02 AM,09:47:02,Flowing,0.2,0.2,,17.8,17.8,,7.0,7.0,,308.0,308.0,,197.0,197.0,,8.7,8.7,,93,93.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111879,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1933,NR01,"[approximately 3200 feet downstream of Route 1, north of the eastern end of Vanderbuilt Avenue, Norwood]",River/Stream,,,42.1718706,-71.18594357,09-B507-03,River,73-0614,9/14/2009,2009-09-14,10:13:02 AM,10:13:02,Flowing,0.5,0.5,,18.4,18.4,,7.0,7.0,,343.0,343.0,,219.0,219.0,,8.6,8.6,,93,93.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111880,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341225,Pecunit Brook,W1948,PC01,"[approximately 360 feet upstream of Interstate 95, Canton]",River/Stream,,,42.19275388,-71.14906792,09-B507-04,River,73-0615,9/14/2009,2009-09-14,10:50:02 AM,10:50:02,Flowing,0.2,0.2,,17.3,17.3,,6.8,6.8,,299.0,299.0,,191.0,191.0,,8.6,8.6,,92,92.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111881,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W0568,NE12B,"[Green Lodge Street, Canton]",River/Stream,11.5,11.5,42.20923111,-71.14595217,09-B507-05,River,73-0616,9/14/2009,2009-09-14,11:15:32 AM,11:15:32,Flowing,0.9,0.9,,18.7,18.7,,6.6,6.6,,322.0,322.0,,206.0,206.0,,7.0,7.0,,76,76.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111882,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341200,Ponkapog Brook,W0566,POB040,"[Elm Street, Canton]",River/Stream,0.7,0.7,42.20323377,-71.13501796,09-B507-06,River,73-0617,9/14/2009,2009-09-14,9:26:02 AM,09:26:02,Flowing,0.1,0.1,,15.5,15.5,,6.5,6.5,,410.0,410.0,,262.0,262.0,,6.2,6.2,,63,63.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111883,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341475,Beaver Meadow Brook,W1945,BM02,"[Boston Drive, Canton]",River/Stream,,,42.15206107,-71.11240912,09-B507-07,River,73-0618,9/14/2009,2009-09-14,9:53:02 AM,09:53:02,Flowing,0.1,0.1,,16.1,16.1,,6.3,6.3,,338.0,338.0,,216.0,216.0,,4.6,4.6,,47,47.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,1,0,1,2
111884,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341325,Pequid Brook,W0559,PQ01,"[Sherman Street, Canton]",River/Stream,0.1,0.1,42.15863426,-71.13993414,09-B507-08,River,73-0619,9/14/2009,2009-09-14,10:20:03 AM,10:20:03,Flowing,0.3,0.3,,17.7,17.7,,7.2,7.2,,322.0,322.0,,206.0,206.0,,8.0,8.0,,86,86.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111885,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341300,East Branch,W1963,NE12,"[approximately 260 feet downstream of Neponset Street, Canton]",River/Stream,,,42.15821391,-71.15549018,09-B507-09,River,73-0620,9/14/2009,2009-09-14,10:39:03 AM,10:39:03,Flowing,0.3,0.3,,18.4,18.4,,7.3,7.3,,256.0,256.0,,164.0,164.0,,9.2,9.2,,100,100.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,0,0,1,1
111886,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341400,Beaver Brook,W0557,BB01,"[Upland Road, Sharon]",River/Stream,1.6,1.6,42.12604018,-71.18526016,09-B507-10,River,73-0621,9/14/2009,2009-09-14,11:05:03 AM,11:05:03,Flowing,0.5,0.5,,16.4,16.4,,6.5,6.5,,219.0,219.0,,140.0,140.0,,4.7,4.7,,49,49.0,,,2009-09-14,2009.0,9.0,14.0,257.0,Fall,0,1,0,1,2
111887,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341180,Mother Brook,W1949,MOB032,"[Reservation Road, in locality of Hyde Park, Boston]",River/Stream,,,42.25062143,-71.12953409,09-B508-01,River,73-0622,9/16/2009,2009-09-16,11:35:02 AM,11:35:02,Flowing,0.1,0.1,,20.1,20.1,,7.2,7.2,,493.0,493.0,,315.0,315.0,,7.7,7.7,,85,85.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111888,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1934,NR03,"[footbridge near eastern end of B Street, (Hyde Park) Boston]",River/Stream,,,42.24989528,-71.12456936,09-B508-02,River,73-0623,9/16/2009,2009-09-16,11:58:02 AM,11:58:02,Flowing,0.7,0.7,,18.4,18.4,,6.8,6.8,,394.0,394.0,,252.0,252.0,,7.2,7.2,,77,77.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111889,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1935,NER185,"[approximately 3000 feet east of Route 28, behind the baseball field off the western end of Meadowbank Avenue, (Mattapan) Boston]",River/Stream,,,42.2693424,-71.08658191,09-B508-03,River,73-0624,9/16/2009,2009-09-16,12:31:01 PM,12:31:01,Flowing,0.5,0.5,,18.8,18.8,,7.1,7.1,,404.0,404.0,,258.0,258.0,,9.1,9.1,,99,99.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111890,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341075,Pine Tree Brook,W0573,PTB047,"[Eliot Street crossing, (Milton Village) Milton]",River/Stream,0.1,0.1,42.26947952,-71.07281665,09-B508-04,River,73-0625,9/16/2009,2009-09-16,1:00:30 PM,13:00:30,Flowing,0.1,0.1,,17.3,17.3,,7.0,7.0,,391.0,391.0,,250.0,250.0,,9.8,9.8,,104,104.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111891,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341050,Unquity Brook,W0579,UQ01,"[Rowe Street (just south of Adams Street), Milton]",River/Stream,0.1,0.1,42.25990378,-71.04753969,09-B508-05,River,73-0626,9/16/2009,2009-09-16,1:23:01 PM,13:23:01,Flowing,0.2,0.2,,15.5,15.5,,6.7,6.7,,563.0,563.0,,360.0,360.0,,8.8,8.8,,90,90.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111892,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341000,Neponset River,W1943,NE11,"[parking area crossing southeast of the Robbins Road, Route 27 intersection, Walpole]",River/Stream,,,42.14711935,-71.25588873,09-B509-01,River,73-0627,9/16/2009,2009-09-16,9:41:03 AM,09:41:03,Flowing,0.5,0.5,,17.9,17.9,,7.0,7.0,,318.0,318.0,,203.0,203.0,,8.8,8.8,,94,94.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111893,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341710,Unnamed Tributary,W1952,UT01,"[unnamed tributary to the Neponset River west of Neponset View Terrace, locally considered part of Spring Brook, approximately 420 feet upstream from confluence with the Neponset River, Walpole]",River/Stream,,,42.14824516,-71.2533023,09-B509-02,River,73-0628,9/16/2009,2009-09-16,9:20:03 AM,09:20:03,Flowing,0.2,0.2,,19.0,19.0,,7.0,7.0,,537.0,537.0,,344.0,344.0,,7.1,7.1,,78,78.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111894,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341675,Mill Brook,W1938,MB01,"[the Mill Brook Road crossing nearest Nebo Street, Medfield]",River/Stream,,,42.19362053,-71.27966147,09-B509-03,River,73-0629,9/16/2009,2009-09-16,10:14:01 AM,10:14:01,Flowing,0.2,0.2,,15.5,15.5,,6.4,6.4,,180.0,180.0,,115.0,115.0,,8.5,8.5,,86,86.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
111895,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2009,QC4,2011-12-15 13:05:31,Boston Harbor-Neponset (2009),Neponset,7341700,Tubwreck Brook,W1937,TK01,"[Draper Road, Dover]",River/Stream,,,42.20894589,-71.26694884,09-B509-04,River,73-0630,9/16/2009,2009-09-16,10:32:00 AM,10:32:00,Flowing,0.3,0.3,,13.0,13.0,,6.5,6.5,,272.0,272.0,,174.0,174.0,,9.2,9.2,,88,88.0,,,2009-09-16,2009.0,9.0,16.0,259.0,Fall,0,0,0,1,1
